Otu000466,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,72,0
Otu000479,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000486,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000488,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000502,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Otu000515,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000517,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
Otu000523,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000524,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,82,0,58,15,0,57,0
Otu000526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Otu000529,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16501,43,108,18,0,0,0,0,0,0,0,12,0
Otu000531,0,0,0,0,0,0,0,80,0,0,22,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Otu000532,34,0,0,0,0,0,31,0,0,0,0,0,33,0,31,87,0,58,0,0,0,123,62,0,0,169,0,92,0
Otu000538,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000549,8,0,0,0,0,0,95,0,12,0,0,0,31,0,24,0,0,22,40,10,0,76,44,59,0,79,0,78,0
